text,intent,noise_level,split,is_hard_negative
kak mau tanya pesanan saya dengan nomor pesanan 111 sudah diproses belum ya,order_status,clean,train,
Tangan ready ga,product_stock,clean,train,
duit pnehu,product_price,medium,train,
Bertudung-biru-kuning-l harganya berapa,product_price,medium,train,
Jakte puffer pria omniheat solid bertudung-biru-kuinng-m tinggal berapa,product_stock,medium,train,
min mau bayar pake shopeepay bisa,payment_info,clean,train,
admin cod available ga ?,payment_info,low,train,
halo mau cek status pesanan,order_status,clean,train,
Jaket puffer pria omniheat solid bertudung-biru-hijau-m ready?,product_stock,clean,train,
mau tanya dong harga jacket yang ada di toko berapa ya,product_price,clean,train,
Pesanan id 7788 udah sampai mana,order_status,clean,train,
Permisi siapa kamu please,out_of_scope,high,train,
bang pesanan gw 123 kemana thanks,order_status,clean,train,
Mas sarung tangan musim dingin arctic layar sentuh brp duit please,product_price,medium,train,
harga arctic frost winter accessories bundle sekarang,product_price,low,train,
mba pria tinggal beapa please,product_stock,low,train,
mas kok lama bgt order ORD-999 please,order_status,medium,train,
scarf all size ready ga,product_stock,medium,train,
Admin cozy ready ga ??,product_stock,high,train,
Sis barang saya udah dikirim belum pls,order_status,low,train,
Bundle habis belum,product_stock,clean,train,
Kupluk Rajut Unisex Arctic Cozy all size ready ga,product_stock,clean,train,
Paket Aksesori Musim Dingin Arctic Frost harga promo gitu berapa,product_price,medium,train,
eh range hrgnya Arctic Warmth Wool Blend Socks thx,product_price,high,train,
Berapaan men's,product_price,clean,train,
kupluk gmn sih,product_description,clean,train,
gimana ini,out_of_scope,clean,train,True
hooded msh ad?,product_stock,medium,train,
fitur OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L,product_description,low,train,
eh winter msh ad?,product_stock,high,train,
ini gimana ya,out_of_scope,clean,train,True
gan mau lapor dong,out_of_scope,low,train,
metode payment,payment_info,low,train,
order sy udh diproses blom,order_status,medium,train,
gan siapa kamu makasih,out_of_scope,low,train,
admni OmniHeat Men's emm Solid Hooded Puffer Jacket-Blue-Green-L ready ga,product_stock,low,train,
Baayr pake apa sih,payment_info,medium,train,
warna lain scarf ada,product_stock,clean,train,
Warmth msh ready,product_stock,clean,train,
hi lowongan kerja ada ga deh,out_of_scope,clean,train,
kelebihan bertudung-biru-hijau-l,product_description,clean,train,
Hooded ada sertifikat ga,product_description,clean,train,
harga warmth sekarang,product_price,clean,train,
Kualitas puffer pls,product_description,high,train,
Produk tidak sesuai,out_of_scope,low,train,
mau tau lebih detail tentang penuh,product_description,clean,train,
Dropship bisa ga,out_of_scope,clean,train,
stok paket abis blm,product_stock,high,train,
Jaket puffer pria omniheat solid bertudung-biru-kuning-l ready?,product_stock,clean,train,
misi dimana pesanan saya thanks,order_status,high,train,
Tambah ietmm ke pesanan,out_of_scope,low,train,
Kamu bot ya,out_of_scope,clean,train,
hrg omniheat men's solid hooded puffer jacket-blue-green-m brp,product_price,clean,train,
hai kak penuh emm masih ada ga stoknya ??,product_stock,high,train,
Bs tf ga,payment_info,clean,train,
admin permisi mau nanya harga untuk jacket-blue-yellow-l berapa ya ??,product_price,clean,train,
bayar di tempat bisa,payment_info,low,train,
lowongan kerja ada ga,out_of_scope,medium,train,
hi harga normal blend berapa ??,product_price,high,train,
Btw cek pesanan 99 tolong,order_status,high,train,
mas kak paket masih ada ga stoknya tolong,product_stock,low,train,
mau bayar pake kartu kredit,payment_info,high,train,
omniheat men's solid hooded puffer jacket ukurannya apa aja,product_description,medium,train,
kak Paket Aksesori Musim Dingin Arctic Frost berapa harganya ya tolong,product_price,high,train,
Bayar lewat mana,payment_info,clean,train,
Gan omniheat men's solid hood3d puffer jacket-blue-green-l gmn sih makasih,product_description,medium,train,
Cara perawat@n paket,product_description,medium,train,
pesanan masih diproses ya,order_status,high,train,
Halo bisa pake goopay ga please,payment_info,medium,train,
permisi support ewallet ga ?,payment_info,high,train,
Gan ubah alamat pengiriman tolong,out_of_scope,clean,train,
mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,medium,train,
Status order ord-555,order_status,clean,train,
kualitas jelek,out_of_scope,clean,train,
OmniHeat eMn's Solid Hooded Puffer Jacket-Blue-Green-M ukurannya apa aja,product_description,high,train,
permisi mau nanya harga untuk warmth berapa ya,product_price,clean,train,
Selamat siang admin saya mau cek status pesanan nomor order-123,order_status,medium,train,
arctic warmth wool blend socks kosong ga,product_stock,medium,train,
ada tko fofline,out_of_scope,medium,train,
bertudung masih ada,product_stock,low,train,
halo scarf tersedia ga ya,product_stock,low,train,
Sisa stylish berapa,product_stock,medium,train,
mau tau harga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_price,low,train,
status pengiriman ord-001,order_status,clean,train,
Bos kak mau beli arctic loh cozy knit unisex ebanie mashi ada stok ga thanks,product_stock,high,train,
hai ganti ukuran please,out_of_scope,low,train,
Bertudung murah hmm g,product_price,medium,train,
Bayar nih lewatt mana,payment_info,medium,train,
Aksesori in deh stock,product_stock,high,train,
permisi stk jacket-blue-green-m please,product_stock,low,train,
Bs ovo g,payment_info,low,train,
ada promo penuh ga,product_price,high,train,
Jam buka toko,out_of_scope,low,train,
cost pria,product_price,low,train,
btw psanan gw 123 kemana pls,order_status,high,train,
kak kamu bot ya ??,out_of_scope,clean,train,
jacket-blue-green-m gmn sih,product_description,low,train,
orderan 123 ud nyampe blm,order_status,low,train,
wool in stock,product_stock,clean,train,
men's berapa harganya ya,product_price,clean,train,
detail arctic deh frost winter accessories bundle,product_description,low,train,
Permisi kak orderan saya yang 333 kok belum dateng,order_status,clean,train,
cek status 123,order_status,clean,train,
Ada pria ga,product_stock,medium,train,
mau kembalikan barang,out_of_scope,medium,train,
terima bni tidak,payment_info,low,train,
men's awet ga,product_description,low,train,
ada Kaus Kaki Campuran Wol Arctic Warmth ga,product_stock,medium,train,
Kak fitur syal ya,product_description,medium,train,
Kalo mau bayar pake va bisa ga min,payment_info,medium,train,
gan p@ke cic1lan bs?,payment_info,low,train,
Stok tersedia arctic frost winter accessories bundle,product_stock,clean,train,
Misi proses refund berapa lama ??,out_of_scope,high,train,
hrg warmth,product_price,clean,train,
harga omniheat men's solid hooded puffer jacket-blue-green-m yang ini berapa,product_price,clean,train,
mau bayar pake bri,payment_info,high,train,
permisi orderan gw kok ga nyampe tolong,order_status,medium,train,
Permisi cancel pesanan ??,out_of_scope,low,train,
mau tanya bisa bayar pakai qris tidak ya,payment_info,medium,train,
available bliss,product_stock,low,train,
halo dingin waterproof ga thx,product_description,high,train,
bang terima qris loh tidak ?,payment_info,medium,train,
kak mau beli scarf masih ada stok ga,product_stock,clean,train,
cek resi ord-555,order_status,low,train,
eh pake transfer bank bs?,payment_info,low,train,
Brp warmth,product_price,low,train,
halo berapa harga penuh thanks,product_price,medium,train,
stk OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_stock,high,train,
kak stock available arctic warmth wool blend socks ??,product_stock,low,train,
Barang cacat,out_of_scope,medium,train,
Sis metode b4yar apa aja sih,payment_info,high,train,
Mau beli paket aksesori musim dingin arctic frost berapa harganya,product_price,low,train,
wool terbuat dari apa,product_description,clean,train,
bisa return barang ga dong,out_of_scope,high,train,
ad stok cozy g,product_stock,low,train,
Btw mau tanya bisa sih bayar pakai jenius tidak ya pls,payment_info,medium,train,
cost sih Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_price,low,train,
Available paket aksesori musim dingin arctic frost,product_stock,clean,train,
availability Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_stock,low,train,
stock Kupluk Rajut Unisex Arctic Cozy berapa,product_stock,clean,train,
brg 333 dmn,order_status,medium,train,
Cost kupluk rajut unisex arctic cozy,product_price,clean,train,
Hi omniheat men's solid hooded puffer jacket-blue-yellow-l awet ga min,product_description,low,train,
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M ada sertifikat ga,product_description,low,train,
min harga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L berapa,product_price,low,train,
hapus item dari keranjang,out_of_scope,clean,train,
Halo,out_of_scope,low,train,
harga satuan bertudung,product_price,low,train,
bisa kredit kan ga,payment_info,high,train,
waarna jacket-blue-green-l ada apa aja,product_description,medium,train,
Terima debit tidak,payment_info,clean,train,
bertudung-birru-hijau-l habbis belum,product_stock,high,train,
cek emm hrgyna jacket,product_price,high,train,
stok arctic cozy knit unisex beanie size s,product_stock,medium,train,
deskripsi bertuudng-biru-hijau-l,product_description,low,train,
apa kabar,out_of_scope,clean,train,
Rajt ready ga,product_stock,medium,train,
karakteristik syal,product_description,clean,train,
Misi halo min mau nanya kupluk rajut unisex arctic cozy masih ready stock tidak ya,product_stock,high,train,
metode pembayaran apa aja,payment_info,clean,train,
Terima bayar di tempat gak,payment_info,clean,train,
Mba metode byr apa ?,payment_info,medium,train,
bayar lewat emm mana,payment_info,low,train,
min duit jaket thx,product_price,medium,train,
eh permisi mau harga nanya untuk syal berapa ya thanks,product_price,high,train,
hi jadi reseller gimana nih,out_of_scope,clean,train,
bertudung-biru-kuning-l bs dibeli ga,product_stock,low,train,
Pembyran tersedia apa aja,payment_info,medium,train,
bang bayar pake apa min,payment_info,medium,train,
kapan psnan id 7788 sampai,order_status,medium,train,
Mau tanya apakah paket aksesori musim dingin arctic frost masih stoknya tersedia,product_stock,medium,train,
fitur jacket-blue-green-m,product_description,low,train,
Stock campuran berapa,product_stock,high,train,
mau nanya fitur Kupluk Rajut Unisex Arctic Cozy apa aja,product_description,clean,train,
cek dong orderan 12345 udah diproses belum,order_status,medium,train,
penuh bagus ga ?,product_description,high,train,
harga satuan omniheat,product_price,clean,train,
Bos rajut brapa duit nih,product_price,medium,train,
kualitas OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L,product_description,medium,train,
jaket puffer pria omniheat solid bertudung-biru-kuning-m rdy g,product_stock,low,train,
bs transfer bank g,payment_info,low,train,
admin bisa bayar sekarang thx,payment_info,low,train,True
kapan ya kira-kira sampai,order_status,low,train,
gan ada jacket-blue-green-l ga ?,product_stock,medium,train,
Bos arctic warmth wool blend socks duit berapa thanks,product_price,high,train,
bahan tangan apa,product_description,clean,train,
kak hrg hhooded brp thx,product_price,medium,train,
Kak ban men's apa dong,product_description,high,train,
Byr pke apa,payment_info,medium,train,
tolong bantu cek order saya nomor order-123 hmm ya,order_status,medium,train,
bang accept credit card gak makasih,payment_info,low,train,
Bs tf sih ga,payment_info,low,train,
halo admin penuh ready ga nih,product_stock,low,train,
Misi available jacket dong,product_stock,low,train,
min ada toko offline nih,out_of_scope,medium,train,
dtl OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L please,product_description,medium,train,
hi barang saya kapan sampai ya kak,order_status,medium,train,
bos metode bayar apa aja thanks,payment_info,low,train,
Kelebihan cozy,product_description,low,train,
bos hrg winter min,product_price,medium,train,
btw accept cicilan gak dong,payment_info,low,train,
berapaan bertudung-biru-hijau-l,product_price,clean,train,
harga sih normal rajut berapa,product_price,high,train,
Cara perawatan bertudung-biru-hijau-l,product_description,low,train,
eh mau cek status pesanan nih,order_status,low,train,
Info layar,product_description,medium,train,
Permisi byr pke apa please,payment_info,high,train,
brp tangan,product_price,high,train,
Kaus kaki campuran wol arctic warmth msh ready,product_stock,low,train,
admin Sarung Tangan Musim Dingin Arctic Layar Sentuh dijual berapa,product_price,low,train,
permisi brp jacket-blue-yellow-l ya kak,product_price,medium,train,
Lagi sale warmth ga,product_price,clean,train,
halo sisa stok campuran makasih,product_stock,low,train,
Permisi mau nanya harga untuk jaket puffer pria omniheat solid bertudung-biru-hijau-m berapa ya,product_price,low,train,
halo min mau tanya dong pesanan saya nomor id 7788 itu udah sampai mana ya,order_status,low,train,
kak stok campuran abis blm makasih,product_stock,low,train,
hrg omniheat,product_price,clean,train,
Info omniheat men's solid hooded puffer jacket-blue-yellow-l,product_description,clean,train,
Omniheat men's solid hooded puffer jacket-blue-yellow-m waterproof ga,product_description,low,train,
mba rajut kosong ga ya kak,product_stock,low,train,
syal kosong ga,product_stock,clean,train,
halo order psnan 111 udah diproses belom pls,order_status,medium,train,
Edit pesanan,out_of_scope,high,train,
Mau tau harga bertudung-biru-kuning-l,product_price,clean,train,
Cek harga aksesori,product_price,clean,train,
Cek dong pesanan 1 udah diproses belum,order_status,clean,train,
hi pirce jacket-blue-green-m tolong,product_price,medium,train,
penjelasan campuran,product_description,low,train,
hooded diujal berapa,product_price,high,train,
Mau lapor,out_of_scope,medium,train,
support cicilan,payment_info,clean,train,
Bertudung berapa harganya ya,product_price,low,train,
Gan mau refund tolong,out_of_scope,high,train,
ketersediaan OmniHeat Men's Solid Hooded Puffer Jacket,product_stock,clean,train,
Kak bisa bayar va ga,payment_info,low,train,
barang tidak sesuai mau tukar,out_of_scope,clean,train,
Ready jacket-blue-green-m,product_stock,medium,train,
bisa return barang ga,out_of_scope,clean,train,
status pengiriman #12345,order_status,medium,train,
terima debit gak,payment_info,clean,train,
Btw rajut anti air ??,product_description,clean,train,
Pebmayaran via apa,payment_info,high,train,
kak stock campuran ada ya,product_stock,high,train,
admin tolong bantu cek order saya nnomor 99 ya ?,order_status,high,train,
Karakteristik wool,product_description,low,train,
diskon jacket-blue-green-l berapa persen,product_price,medium,train,
Cara perawatan winter,product_description,clean,train,
Mau kembalikan barang,out_of_scope,low,train,
permisi kak buat pembayaran tersedia metode apa saja,payment_info,high,train,
ada promo jacket ga,product_price,low,train,
diskon omniheat men's solid hooded puffer jacket-blue-yellow-m berapa persen,product_price,low,train,
refund ke rekening mana,out_of_scope,low,train,
selamat siang admin saya mau cek status pesanan nomor 123,order_status,clean,train,
campuran masih ada,product_stock,clean,train,
admin bisa cek pesanan ord123 ga,order_status,clean,train,
min blend restock kapan thx,product_stock,high,train,
order #777 udah diproses belum,order_status,low,train,
mba terima gopay tidak sih,payment_info,medium,train,
kapan men's ready lai,product_stock,low,train,
Bisa dijelasin tentang produk jaket dong,product_description,clean,train,
min halo min mau tanya dong pesanan saya nomor nomor 888 itu udah sampai mana ya thanks,order_status,high,train,
Omniheat men's solid hooded puffer jacket-blue-yellow-m sold out?,product_stock,clean,train,
mba kak bisa bayar gopay ga,payment_info,medium,train,
bos mau tau lebih detail tentang cozy thx,product_description,medium,train,
Mba ketersediaan tangan thanks,product_stock,low,train,
barang saya udah dikirim belum,order_status,clean,train,
Sarung tangan musim dingin arctic layar sentuh warna hitam ada,product_stock,clean,train,
Mau komplain,out_of_scope,clean,train,
bahan sentuh apa,product_description,low,train,
Blend tersedia ga,product_stock,medium,train,
mau beli kaus kaki campuran wol arctic warmth berapa harganya,product_price,clean,train,
Cara nih perawatan warmth,product_description,medium,train,
ada promo jaket ga,product_price,medium,train,
material bertudung,product_description,low,train,
status paket ORD-555,order_status,low,train,
Bisa transfer bank,payment_info,medium,train,
batalkan order,out_of_scope,clean,train,
pesanan 123 udah sampai mana,order_status,medium,train,
Brp kupluk,product_price,low,train,
Cost jacket-blue-yellow-l,product_price,low,train,
sisa stok idngin,product_stock,medium,train,
kiriman saya mana ya,order_status,medium,train,
Kualitas syal,product_description,low,train,
Mau nanya fitur campurna apa aja,product_description,low,train,
info jacket-blue-green-m,product_description,clean,train,
Support cash,payment_info,low,train,
orderan saya gimana,order_status,clean,train,
tracking pesanan ORD-999,order_status,clean,train,
Sis info produk deh paket thanks,product_description,high,train,
misi tolong bantu cek order saya nomor 1 ya ?,order_status,clean,train,
status paket #777,order_status,low,train,
Blend ready ga,product_stock,clean,train,
spec aksesori,product_description,clean,train,
bos stok omniheat men's solid hooded puffer jacket-blue-yellow-l masih banyak ga thanks,product_stock,high,train,
syal anti air,product_description,low,train,
halo scarf original ga,product_description,medium,train,
cara refund gmana,out_of_scope,medium,train,
btw terima trnasfer bank itdak ??,payment_info,high,train,
bang siapa kamu thanks,out_of_scope,clean,train,
hooded hmm tinggal berapa,product_stock,high,train,
gan kaus terbuat dari apa ??,product_description,medium,train,
hai hrg $yal brp ya,product_price,medium,train,
tolong bantu cek order saya nomor 333 ya,order_status,medium,train,
kak kupluk rajut unisex arctic cozy terbuat dari bahan apa ya,product_description,clean,train,
Mba hrgnya jaket puffer pria omniheat solid bertudung-biru-kuning-m brp pls,product_price,high,train,
Size chart eh accessories,product_description,medium,train,
mau bayar pake bca,payment_info,medium,train,
kira kira OmniHeat Men's Solid Hooded Puffer Jacket itu harganya berapa ya kak,product_price,low,train,
bos status pengiriman ORD123 min,order_status,medium,train,
Berapa ya harga omniheat men's solid hooded puffer jacket-blue-green-m,product_price,clean,train,
Bang mau cek status pesanan thanks,order_status,clean,train,
tambah iteem ke pesanan,out_of_scope,low,train,
stk blend,product_stock,medium,train,
price Kupluk Rajut Unisex Arctic Cozy,product_price,clean,train,
min info lengkap rajut dong,product_description,low,train,
mba size l omniheat men's solid hooded puffer jacket-blue-yellow-l ready thanks,product_stock,clean,train,
kualitas Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_description,low,train,
kapan men's ready lagi,product_stock,medium,train,
bertudung-biru-kuning-l warna ada hitam,product_stock,medium,train,
hrg jual omniheat men's solid hooded puffer jacket-blue-green-m,product_price,medium,train,
berat kupluk rajut unisex arctic cozy,product_description,low,train,
Bahan sarung tangan emm musim dingin arctic layar sentuh apa,product_description,medium,train,
Bayar gmn,payment_info,medium,train,
OmniHeat Men's Solid Hooed Puffer Jacket-Blue-Green-M bisa dibeli ga,product_stock,medium,train,
pembayaran sih via apa,payment_info,medium,train,
hi kamu bot ya ya kak,out_of_scope,high,train,
Masih available,product_stock,clean,train,True
harga normal omniheat berapa,product_price,low,train,
kapan accessories ready lagi,product_stock,clean,train,
bliss masih ada,product_stock,medium,train,
hi status pengiriman 67809 makasih,order_status,high,train,
kaus bisa dibeli ga,product_stock,clean,train,
Apa kabar sih,out_of_scope,medium,train,
mau komplain,out_of_scope,medium,train,
Bang kpn penuh ready lagi ??,product_stock,low,train,
opsi pembayaran,payment_info,low,train,
halo Arctic Warmth Wool Blend Socks lagi diskon ga nih,product_price,high,train,
info orderan,order_status,clean,train,True
penuh murah kan g,product_price,medium,train,
pria gmn sih,product_description,low,train,
mau tau lebih detail tentang layar,product_description,clean,train,
admin bisa eh cek pesanan order-123 ga,order_status,medium,train,
Detail pesanan,order_status,low,train,True
Kelebiahn arctic frost winter accessories bundle,product_description,low,train,
Sisa stok bertudung-biru-kuning-l,product_stock,clean,train,
Sis arctic cozy knit unsiex beanie brp sih sih,product_price,medium,train,
eh tracking pesanan #777 please,order_status,high,train,
Info orderan,order_status,low,train,True
kiriman nomor 888 dimana,order_status,clean,train,
min harga puffer berapa,product_price,clean,train,
mba harga jacket yang ini berapa sih,product_price,high,train,
Omnniheat men's solidd hooded puffer jacket terbuat dari apa,product_description,medium,train,
Ada stoknya,product_stock,medium,train,True
udah brapa hari kok belum nyampe,order_status,low,train,
Ad layar g,product_stock,medium,train,
terima va gak,payment_info,clean,train,
jacket tinggal baepa,product_stock,low,train,
Ada promo cicilan ga,payment_info,clean,train,
bisa pake qris,payment_info,medium,train,
ad promo @ksesori ga,product_price,medium,train,
sis tracking eh oredr #99 ya,order_status,high,train,
review sentuh,product_description,low,train,
hai pesanan id 7788 udah sampai mana min,order_status,high,train,
bos pesanan belum sampai juga ??,order_status,medium,train,
range harga penuh,product_price,low,train,
Harga omniheat men's solid hooded puffer jacket-blue-green-l sekarang,product_price,low,train,
hai stk omniheat men's solid hooded puffer jacket-blue-green-m nih,product_stock,low,train,
btw min tolong lacak order order-123 dong sih,order_status,high,train,
Biyaa jacke-tblue-yellow-l,product_price,medium,train,
kupluk brp sih,product_price,low,train,
btw ketersediaan blend thanks,product_stock,low,train,
kalo mau bayar pake jenius bisa ga hmm min,payment_info,medium,train,
Eh order #555 udah diproses belum ya kak,order_status,medium,train,
Kak halo ?,out_of_scope,high,train,
kecewa sama pelayanan,out_of_scope,low,train,
paket aksesori musim dingin arctic frost seperti apa,product_description,medium,train,
Dtl warmth,product_description,clean,train,
hi info produk cozy thx,product_description,medium,train,
mau nanya fitur rajut apa aja,product_description,clean,train,
bunndle msh ready,product_stock,low,train,
tolong dong,out_of_scope,clean,train,True
Batalkan order,out_of_scope,low,train,
mba barang rusak tolong,out_of_scope,clean,train,
gan mau tuker ukuran thanks,out_of_scope,medium,train,
Terima cash tidak,payment_info,clean,train,
barangnya salah kirim,out_of_scope,medium,train,
wool murah g,product_price,clean,train,
kaus kaki campuran wol arctic warmth dijual berapa,product_price,medium,train,
bang cost jaket puffer pria omniheat solid bertudung-biru-kuning-l tolong,product_price,medium,train,
stock jacket-blue-yellow-l berapa,product_stock,clean,train,
Mau lpaor,out_of_scope,low,train,
brg #777 dmn,order_status,low,train,
brp Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_price,clean,train,
Kak tangan ukurannya apa aja ??,product_description,medium,train,
garansi hooded,product_description,medium,train,
mas hrg Kupluk Rajut Unisex Arctic Cozy brp ?,product_price,clean,train,
Mas order gue ord123 mana ya kak,order_status,medium,train,
Pesanan sih belum sampai juga,order_status,high,train,
ada promo cicilan ga min,payment_info,medium,train,
Halo sisa stok omniheat men's solid hooded puffer jacket-blue-yellow-l deh,product_stock,low,train,
psce layar,product_description,high,train,
Status ordre ord-001,order_status,medium,train,
berapa ya harga arctic frost winter accessories bundle,product_price,low,train,
mau tau harga emm jaket,product_price,medium,train,
Ada puffer ga,product_stock,low,train,
Status pengiriman 111,order_status,low,train,
pembayaran via apa,payment_info,clean,train,
bos OmniHeat Men's Solid Hooded Jacket-Blue-Green-L Puffer harga promo berapa dong,product_price,high,train,
Min harga kaus kaki campuran wol arctic warmth berapa,product_price,clean,train,
bos bisa pake gopay ga thx,payment_info,medium,train,
mas kuplk raut unisex arctic cozy brp duit sih,product_price,high,train,
Tolong jelasin tentang paket aksesori musim dingin arctic frost dong,product_description,low,train,
kaus murrah g,product_price,medium,train,
duit kupluk rajut unisex arctic cozy,product_price,clean,train,
Dtl bertudung-biru-kuning-l,product_description,low,train,
stock OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M berapa,product_stock,clean,train,
permisi bayar di tempat bisa ya,payment_info,low,train,
Order saya kok lama,order_status,low,train,
Gan terima gopay tdiak tolong,payment_info,high,train,
min harga tangan berapa,product_price,medium,train,
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M per unit berapa please,product_price,clean,train,
Orderan pesanan 111 posisinya dimana,order_status,low,train,
eh min stok OmniHeat Men's Solid Hooded Puffer Jakcet mash ada please,product_stock,high,train,
dropship hmm bisa ga,out_of_scope,low,train,
Pesanan gw ord123 kemana,order_status,medium,train,
kak omniheat men's solid hooded puffer jacket-blue-yellow-l dijual berapa min,product_price,high,train,
min omniheat import atau lokal dong,product_description,high,train,
Stok tersedia jacket-blue-green-l,product_stock,low,train,
info scarf,product_description,low,train,
kak terima va bca ga pls,payment_info,medium,train,
bos estimasi pengiriman order 12345,order_status,high,train,
jadi reseller gmn,out_of_scope,low,train,
sisa deh stok warmth,product_stock,high,train,
Spesifikasi bertudung,product_description,low,train,
permisi bliss ada sertifikat ga ya,product_description,low,train,
ad masalah,out_of_scope,low,train,True
mba detail kupluk sih,product_description,medium,train,
mau tau harga OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L,product_price,medium,train,
Sarung tangan musim dingin arctic layar sentuh ready ga,product_stock,clean,train,
dingin berapa duit,product_price,low,train,
kaus ukurannya aja apa,product_description,medium,train,
permisi kak untuk pembayaran tersedia loh metode apa saja,payment_info,high,train,
min tolong lacak order #12345 dong,order_status,low,train,
kupluk rajut unisex arctic cozy ukurannya apa ya aja,product_description,high,train,
Mba price list jacket-blue-yellow-l sih,product_price,clean,train,
Pembayaran apa saja yang tersedia,payment_info,medium,train,
Mba tangan import lokal atau makasih,product_description,high,train,
kak bisa transfer bank ga kak thanks,payment_info,low,train,
permisi kak orderan saya yang order-123 kok deh belum dateng,order_status,medium,train,
Hai lagi sale cozy ga pls,product_price,high,train,
stock available bertudung,product_stock,clean,train,
bang kpn cozy ready lagi min,product_stock,low,train,
bisa ambil langsung ga,out_of_scope,clean,train,
cek harga accessories,product_price,clean,train,
Bsa dijelasin tentang prdk syal dong,product_description,low,train,
kalo mau bayar pake qris bisa ga min,payment_info,clean,train,
warna scarf ada apa aja,product_description,low,train,
admin ada ttoko offline dong,out_of_scope,low,train,
Paket saya gitu sudah sampai mana,order_status,medium,train,
metode pamyennt,payment_info,high,train,
hi deskripsi ppakt aksesori musim dingin arctic frost pls,product_description,low,train,
bang bia ambil langsung kan ga ??,out_of_scope,high,train,
reefund ke rekening manaa,out_of_scope,medium,train,
Kak admin aksesori ready ga please,product_stock,high,train,
penuh hmm waterproof ga,product_description,medium,train,
eh cek hrgnya men's thx,product_price,medium,train,
jacket-blue-green-l tinggal berapa,product_stock,low,train,
Metode payment,payment_info,low,train,
halo min mau nanya Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M masih ready stock tidak ya,product_stock,clean,train,
kondisi pengiriman,order_status,low,train,True
Orderan ord-999 posisinya dimana,order_status,clean,train,
hai harga normal Kaus Kaki Campuran Wol Arctic Warmth berapa makasih,product_price,low,train,
Jaket in stock,product_stock,clean,train,
cara pembayaran gmaa,payment_info,low,train,
Bs cimb g,payment_info,clean,train,
Deskripsi kaus,product_description,low,train,
Stock blend berapa,product_stock,low,train,
hai bayar gmn sih,payment_info,medium,train,
kak stylihs murh g,product_price,high,train,
ada stokny,product_stock,low,train,True
kulaitas jlek,out_of_scope,medium,train,
Campuran bgmn,product_description,clean,train,
mas metode pembayaran apa hmm aja tolong,payment_info,medium,train,
ordran saya statusnya apa,order_status,low,train,
permisi kak jaket puffer pria omniheat solid bertudung-biru-kuning-l masih ada ga stoknya sih,product_stock,low,train,
Arctic frost winter accessories bundle tinggal berapa,product_stock,clean,train,
mas range harga omniheat men's solid hooded puffer jacket-blue-green-l min,product_price,medium,train,
Halo min mau nanya jacket-blue-green-m masih ready stock tidak ya,product_stock,low,train,
Misi price list omnihaet men's solid hooded puffer jacket-blue-greeen-m ??,product_price,high,train,
mas kapan ya kira-kira sampai makasih,order_status,low,train,
bliss terbuaat dari apa,product_description,low,train,
Omniheat men's solid hooded puffer jacket ready?,product_stock,medium,train,
kupluk anti air,product_description,low,train,
permisi apakah stok nih blend masih tersedia,product_stock,medium,train,
Min jaket puffer pria omniheat solid bertudung-biru-hijau-m ukuran m ada ga pls,product_stock,low,train,
terima kartu kredit gak,payment_info,low,train,
misi jadi reseller gimana sih,out_of_scope,low,train,
Boleh tau harga omniheat men's solid hooded puffer jacket tidak,product_price,medium,train,
winter keren g,product_description,low,train,
permisi mau nanya harga untuk winter berapa ya,product_price,clean,train,
cozy bgmn,product_description,clean,train,
Ad bliss g,product_stock,clean,train,
Review omniheat,product_description,clean,train,
Bisa shopeepay ga kak,payment_info,clean,train,
Status pengiriman 1,order_status,medium,train,
sis playnaan buruk ?,out_of_scope,high,train,
bundle original ga,product_description,clean,train,
Pesanan belum sampai juga,order_status,low,train,
mau tuker ukuran,out_of_scope,low,train,
ada cicilan deh ga,payment_info,medium,train,
paket murah g,product_price,clean,train,
barang tdak sesuai mau tukar,out_of_scope,low,train,
Produk tidak sesui,out_of_scope,low,train,
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M ada sertifikat ga,product_description,clean,train,
Gan produk beda sama gambar makasih,out_of_scope,low,train,
satus paket #99,order_status,low,train,
Mas min mau bayar pake cash bisa thx,payment_info,low,train,
hi admin jacket ready ga ??,product_stock,high,train,
Info produk omniheat men's loh solid hooded puffer jacket-blue-green-m nih,product_description,medium,train,
Oredr id gue 7788 mana,order_status,high,train,
harga scarf berapa,product_price,clean,train,
