text,intent,sample_type,noise_level
misi asli ga Syal Musim Dingin Arctic Bliss Penuh Gaya min,product_description,generic,medium
Ada ga,out_of_scope,ambiguous,clean
Hai yang sayya pesan kemarin itu dong,order_status,generic,medium
yang ini berapa,product_price,hard_negative,clean
Kapan nyampe ya,order_status,generic,clean
Gimana sih omniheat men's solid hooded puffer jacket-blue-green-m,product_description,keyword_based,low
Mau info tentang arctic bliss stylish winter scarf,product_description,keyword_based,clean
Yyang ready apa aja,product_stock,keyword_based,low
halo biaya admin berapa please,payment_info,keyword_based,clean
Ada update pesanan 67890,order_status,keyword_based,low
promo cnacel,out_of_scope,hard_negative,medium
Paket aksesori musm dingin arct!c frost ada diskon ga,product_price,keyword_based,medium
price Kaus Kaki Campuran Wol Arctic Warmth,product_price,keyword_based,clean
Bs pake cash ga,payment_info,keyword_based,medium
gan kemahalan ga arctic frost winter accessories please,product_price,generic,medium
berapa harga Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_price,hard_negative,clean
info lengkap kaus kaki campuran wol arctic warmth,out_of_scope,ambiguous,low
review Kaus Kaki Campuran Wol Arctic Warmth,product_description,generic,clean
arctic bliss stylish winter scarf masih ada,product_stock,keyword_based,high
ada info pengiriman #12345,order_status,keyword_based,medium
Cocok ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_description,generic,clean
sampai eh mana ya,order_status,generic,high
mau refund,out_of_scope,keyword_based,clean
Produk tidak sesuai,out_of_scope,keyword_based,low
kak ada opsi cod thx,payment_info,keyword_based,medium
bos ad update pesanan 67890 pls,order_status,keyword_based,high
kapan ada lagi,product_stock,hard_negative,low
Kak info sarung tangan musim dingin arctic layar sentuh ?,product_description,keyword_based,low
Hi ada ga sih,out_of_scope,ambiguous,clean
berapa unit arctic frost winter accessories bundle,product_stock,hard_negative,clean
halo tersedia apa thx,payment_info,generic,medium
btw info bahannya dong pls,product_description,hard_negative,medium
halo bahan Pakte Aksesori Musim Dingin Arctic Frst apa ?,product_description,keyword_based,medium
bayar pake apa,payment_info,keyword_based,clean
pake apa,payment_info,generic,low
Bsa dapet jaket puffer pria omniheat solid bertudung-biru-kuning-m ya kak,product_stock,keyword_based,high
Bisa dicuci ga arctic frost wiinter accessories bundle,product_description,keyword_based,medium
kak ukuran syal musim dingin arctic bliss penuh gaya berapa thx,product_description,keyword_based,medium
Sip,out_of_scope,ambiguous,clean
Pesanan gimana ya,order_status,hard_negative,low
Arctic Frost Winter Accessories ada fitur apa,product_description,keyword_based,low
Bos harga sarung tangan musim dingin arctic layar sentuh gimana thx,product_price,keyword_based,high
Langsung kirim bisa kupluk rajut unisex arctic cozy,product_stock,generic,clean
itu gimana kelanjutannya,order_status,generic,clean
Pesanan gimna ya,order_status,hard_negative,medium
Bisa dapet kupluk rajut unisex arctic cozy,product_stock,keyword_based,low
info ordre ORD-555,order_status,keyword_based,medium
mau tau harga omniheat men's solid hooded puffer jacket,product_price,keyword_based,clean
mau komplain,out_of_scope,keyword_based,medium
support cod,payment_info,generic,clean
Kaus kaki campuran wol arctic wartmh amsih ada,product_stock,keyword_based,medium
mau kembalikan brg,out_of_scope,keyword_based,medium
Order #1 berapa hari lagi,order_status,keyword_based,medium
belum nyampe nih,order_status,generic,clean
Omniheat men's solid hooded puffer jacket berapa,product_price,hard_negative,clean
proses refund berapa lama,out_of_scope,keyword_based,low
deskripsi jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_description,keyword_based,clean
gan sisa berapa unit Kaus Kaki Campuran Wol Arctic Warmth min,product_stock,keyword_based,medium
review omniheat men's solid hooded puffer jacket-blue-green-l,product_description,generic,low
worth it ga bei Jaket Puffer Pria OmniHeat Slid Bertudung-Biru-Hijau-M,product_description,generic,low
lacak order #1,order_status,keyword_based,medium
btw harga omniheat men's solid hooded puffer jacket-blue-green-l gimana thx,product_price,keyword_based,medium
eh arctic frost winter accessories berapa ya,product_price,keyword_based,low
Kemahalan ga omniheat men's solid hooded puffer jacket ya,product_price,generic,high
available ga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_stock,generic,low
berapa,out_of_scope,ambiguous,clean
gimana sih Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_description,keyword_based,clean
Hi info harga eh jjaket puffer pra omniheat solid bertudung-biru-kuning-m pls,product_price,hard_negative,medium
Kak proses refund berapa lama ya,out_of_scope,keyword_based,medium
Eh mau info tentang arctic bliss stylish winter scarf min,product_description,keyword_based,medium
Kapan nyampe ya deh,order_status,generic,medium
bisa pake cod ga,payment_info,keyword_based,low
btw lewat apa bisa thanks,payment_info,generic,high
mau tau cara cancel makasih,out_of_scope,hard_negative,medium
Eh ready transfer sekarang ?,payment_info,keyword_based,medium
Berapa harga omniheat men's solid hooded puffer jacket-blue-green-l,product_price,keyword_based,medium
produk tidak sesuai,out_of_scope,keyword_based,clean
hi lagi promo ga arctic frost winter accessories bundle deh,product_price,generic,clean
Min berapa banyak stok sih,product_stock,keyword_based,clean
Review sarung tangan musim dingin arctic layar sentuh,product_description,generic,high
halo lagi promo ga Arctic Frost Winter Accessories Bundle,product_price,generic,low
Ukuran arctic frost winter accessories brapa,product_description,keyword_based,high
gan sip pls,out_of_scope,ambiguous,low
mau info tentang Syal Musim Dingin Arctic Bliss Penuh Gaya,product_description,keyword_based,low
Review omniheat men's solid hooded puffer jacket-blue-green-l makasih,product_description,generic,high
Syal Musim Dingin Arctic Bliss Penuh Gaya kosong ga,product_stock,generic,clean
Arctic frost winter accessories bundle gimana reviewnya,product_description,hard_negative,low
bos tukar barang min,out_of_scope,keyword_based,high
Paket aksesori musim dingin arctic frost ready stock,product_stock,keyword_based,clean
order ready dikirim belum,order_status,keyword_based,low
bos Arctic Bliss Stylish Winter Scarf berapa thanks,product_price,keyword_based,medium
Cocok ga kupluk rajut unisex arctic cozy,product_description,generic,medium
Jaket puffer pria omniheat solid bertudung-biru-kuning-m waterproof ga,product_description,generic,clean
paket kpn,order_status,hard_negative,medium
hai harga Jaket Puffer Pria OmniHeat S0lid Bertudung-Biru-Kuning-M gimana thanks,product_price,keyword_based,low
info hrgnya kaus kaki campuran wol arctic warmth,product_price,keyword_based,medium
tersedia Syal Musim Dingin Arctic Bliss Penuh Gaya ga,product_stock,keyword_based,clean
eh ad promo pembayaran ??,payment_info,keyword_based,high
opsi apa aja,payment_info,generic,low
Import atau lokal jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_description,generic,clean
sampai kapn ya kak,order_status,hard_negative,medium
lagi diskon nih ga,product_price,generic,high
Hi tukar barang,out_of_scope,keyword_based,high
berapa lama lagi nyape,order_status,keyword_based,medium
kak OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M murah ga ?,product_price,generic,high
kemahalan ga Kaus Kaki Campuran Wol Arctic Warmth min,product_price,generic,medium
hai worth it ga omniheat men's solid hooded puffer jacket-blue-green-l,product_price,generic,medium
Info return,out_of_scope,hard_negative,clean
Bos omniheat men's solid hooded puffer jacket-blue-green-m kayak gimana thanks,product_description,generic,low
admin detail omniheat men's solid hooded puffer jacket-blue-green-m deh,product_description,keyword_based,high
hi bat@lkan order ?,out_of_scope,keyword_based,high
kemahalan ga jaket puffer pria omniheat solid bertudung-biru-kuning-l,product_price,generic,low
Udah berapa lama diproses,order_status,keyword_based,clean
Admin bisa dapet omniheat men's solid hooded puffer jacket-blue-green-l please,product_stock,generic,high
stoknya deh brp ya,product_stock,hard_negative,medium
Ad tok offline,out_of_scope,keyword_based,high
bisa dicuci ga Kaus Kaki Campuran Wol Arctic Warmth,product_description,keyword_based,medium
Omniheat men's solid hooded puffer jacket bisa dibeli,product_stock,keyword_based,high
Bahan sarung tangan musim dingin arctic loh layar sentuh apa ??,product_description,keyword_based,medium
Kak abis belum arctic frost winter accessories bundle pls,product_stock,generic,medium
Arctic Bliss Stylish Winter Scarf awet ga,product_description,generic,medium
Ready kaus kaki campuran wol arctic warmth,product_stock,hard_negative,clean
min tahan lama ga omniheat men's solid hooded puffer jacket deh,product_description,generic,medium
Ready ga kupluk rajut unisex arctic cozy,product_stock,keyword_based,low
Paket Aksesori Musim Dingin Arctic Frost ready,product_stock,keyword_based,low
permisi bsa dapet Sarung Tangan Musim Dingin Arctic Layar Sentuh ??,product_stock,generic,high
Btw bisa langsung dikirim dong,product_stock,generic,medium
Arctic frost winter accessories bundle gimana,product_description,keyword_based,low
Halo bsa beli arctic frost winter accessories min,product_stock,keyword_based,high
spesifikasi OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_description,keyword_based,high
kasih tau specnya,product_description,hard_negative,low
Itu gimana,out_of_scope,ambiguous,low
Detail harga omniheat men's solid hooded puffer jacket-blue-green-l,product_price,hard_negative,low
arctic bliss stylish winter scarf kosong ga,product_stock,generic,clean
ukuran OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L berapa,product_description,keyword_based,clean
Orderan saya gimana,order_status,keyword_based,clean
misi bisa diucci ga paket aksesori musim dingin arcttic frost ya kak,product_description,keyword_based,low
in stock kapan,product_stock,hard_negative,medium
ramah kantong ga Syal Musim Dingin Arctic Bliss Penuh Gaya,product_price,generic,medium
gan udah diproses belum please,order_status,generic,clean
ada info pengiriman nomor 555,order_status,keyword_based,clean
ada warna apa jaket puffer prria omniheat soldi bertudung-biru-hijau-m,product_description,keyword_based,medium
Btw batalkan ordr thanks,out_of_scope,keyword_based,medium
berat Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L berapa,product_description,keyword_based,clean
halo info harganya dong please,product_price,keyword_based,high
Bisa transfer bbank,payment_info,keyword_based,low
ukuran OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M berapa,product_description,keyword_based,low
bos pake apa ya kak,payment_info,generic,medium
lama banget nih,order_status,generic,clean
barangay mana ya,order_status,generic,medium
ada info pengiriman 123,order_status,keyword_based,medium
bisa info spec,product_description,hard_negative,clean
nyampe kapan,order_status,hard_negative,clean
Misi murahan ga kupluk rajut unisex arctic cozy sih,product_price,generic,clean
misi masih diproses ya min,order_status,generic,high
hai spesifikasi jaket puffer pria omniheat solid bertudung-biru-hijau-m ?,product_description,keyword_based,low
jaket puffer pria omniheat solid bertudung-biru-kuning-l waterproof ga,product_description,generic,clean
gan ubah emm alamat pengiriman deh,out_of_scope,keyword_based,high
udah berapa lama diproses,order_status,keyword_based,medium
Lagi promo ga sarung tangan musim dingin arctic layar sentuh deh,product_price,generic,low
btw cek return ya kak,out_of_scope,hard_negative,medium
Bbaar gimana caranya,payment_info,keyword_based,low
Mau yang ready,product_stock,hard_negative,clean
Oke,out_of_scope,ambiguous,clean
mau tau hrg Sarung Tangan Musim Dingin 4rctic Layar Sentuh,product_price,keyword_based,high
pas di kantong ga,product_price,generic,clean
Pricey ga arctic frost winter accessories bundle,product_price,generic,medium
min mau tanya yang kemarin min,order_status,generic,low
Info lengkap arctic frost winter accessories,out_of_scope,ambiguous,clean
Ad sale ga,product_price,keyword_based,medium
info bahannya dong,product_description,hard_negative,clean
Ready arctic bliss stylish winter scarf,product_stock,hard_negative,clean
kena berapa OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_price,keyword_based,medium
halo cek pesanan nomor 123 min,order_status,keyword_based,high
Sarung Tangan Musim Dingin Arctic Layar Sentuh sold out,product_stock,generic,medium
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M habis belum,product_stock,generic,clean
sisa berapa unit Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_stock,keyword_based,low
info order ORD123,order_status,keyword_based,low
Halo,out_of_scope,ambiguous,clean
bisa dicuci ga sarung tangan musim dingin arctic layar sentuh,product_description,keyword_based,medium
yag saya pesan udah sampai mana,order_status,generic,low
kualitasnya gimana,product_description,hard_negative,clean
tinggal sedikit ga,product_stock,generic,high
Langsung kirim bisa sarung tangan musim dingin arctci layar sentuh,product_stock,generic,low
Sisa berapa unit sarung tangan musim dingin arctic layar sentuh,product_stock,keyword_based,low
caranya gimana ya,payment_info,generic,high
min ada warna apa Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M thanks,product_description,keyword_based,low
omniheat mens' solid hooded puffer jacket-blue-green-m harganya berapa,product_price,keyword_based,low
ready stock sarung tangan musim dingin arctic layar sentuh,product_stock,keyword_based,clean
kak ada promo Arctic Frost Winter Accessories thx,product_price,keyword_based,low
gan lacak order 67890 ya,order_status,keyword_based,low
Gimana sih jaket puffer pria eh omniheat solid bertudung-biru-kuning-l,product_description,keyword_based,high
btw psnan berapa lama sampai min,order_status,keyword_based,high
pakai kan apa bisa,payment_info,generic,low
gan kok blom dateng ya kak,order_status,generic,low
harga dan stok jaket puffer pria omniheat solid bertudung-biru-hijau-m,out_of_scope,ambiguous,low
info harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_price,keyword_based,low
btw lewat apa bisa min,payment_info,generic,clean
Stok berapa,product_stock,keyword_based,low
Kualitasnya gimana omniheat men's solid hooded puffer jacket-blue-green-l,product_description,keyword_based,clean
hi tukar barang makasih,out_of_scope,keyword_based,medium
kemahalan ga OmniHeat eh Men's Solid Hooded Puffer Jacket,product_price,generic,medium
misi discontinue belum syal musim dingin arctic bliss penuh gaya,product_stock,generic,clean
Bisa cod ga,payment_info,keyword_based,clean
Ready refund,out_of_scope,hard_negative,clean
Bisa dapet jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,generic,low
Deskripsi jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_description,keyword_based,low
Ini dong,out_of_scope,ambiguous,low
Omniheat men's solid hooded puffer jacket-blue-green-m bisa dibeli,product_stock,keyword_based,clean
Pesanan saya gmn,order_status,keyword_based,low
admin tersedia apa thx,payment_info,generic,medium
Udah diproses belum,order_status,generic,low
Recommended ga arctic frost winter accessories bundle,product_description,generic,medium
hi ukuran Arctic Frost Winter Accessories Bundle berapa ya kak,product_description,keyword_based,low
bos kualitasnya gimana paket aksesori musim dingin arctic frost ya kak,product_description,keyword_based,medium
Min produk beda sama gambar min,out_of_scope,keyword_based,medium
min omniheat men's solid hooded puffer jacket ready makasih,product_stock,keyword_based,clean
lowogan kerja ad ga,out_of_scope,keyword_based,high
order 123 berapa hari lagi,order_status,keyword_based,medium
hi order ORD-555 gimana statusnya please,order_status,keyword_based,high
review jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_description,generic,low
asli ga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_description,generic,medium
Halo jam buuka sih toko thx,out_of_scope,keyword_based,high
terima bri,payment_info,generic,medium
accept transfer bannk,payment_info,generic,low
Mau refund,out_of_scope,keyword_based,low
bis cod ga,payment_info,keyword_based,medium
admin bisa dapet syal musim dingin arctic bliss penuh gaya deh,product_stock,generic,clean
ekonomis ga,product_price,generic,clean
Program affiliate,out_of_scope,keyword_based,medium
Stok barang rusak,out_of_scope,hard_negative,clean
bos kaus kaki campuran wol arctic warmth tinggal berapa makasih,product_stock,keyword_based,high
min metode pembayaran apa aja min,payment_info,keyword_based,low
kak kena berapa Arctic Frost Winter Accessories Bundle deh,product_price,keyword_based,low
berapa banyak stok,product_stock,keyword_based,medium
yang ini gimana specnya,product_description,hard_negative,clean
kak Paket Aksesori Musim Dingin Arctic Frost available min,product_stock,hard_negative,clean
tracking psnan,order_status,hard_negative,medium
sip,out_of_scope,ambiguous,low
omniheat men's solid hooded puffer jacket-blue-green-m tinggal berapa,product_stock,keyword_based,clean
Cara refund gimana ya kak,out_of_scope,keyword_based,medium
Bos terjangkau ga,product_price,generic,medium
ready ga OmiHeat Men's Solid Hooded hmm Puffer Jacket-Blue-Green-M,product_stock,keyword_based,high
pembayaran ready,payment_info,keyword_based,clean
Tahan lama ga kaus kaki campuran wol arctic warmth,product_description,generic,clean
Kak masih jual kaus kaki campuran wol arctic warmth ??,product_stock,generic,clean
eh udah berapa lama diproses ya kak,order_status,keyword_based,clean
Admin jaket puffer pria omniheat solid bertudung-biru-hijau-m ready kapan makasih,product_stock,hard_negative,low
Worth it ga jaket ppuffer pria omniheat solid bertudung-biru-kuning-l,product_price,generic,high
gan mau refund min,out_of_scope,keyword_based,low
misi yang ready apa aja thx,product_stock,keyword_based,clean
kak gimana kabr sarung tangan musim dingin arctic layar sentuh dong,product_description,hard_negative,low
Btw gimana sih arctic frost winter accessories bundle ?,product_description,keyword_based,low
Admin tracking refund ?,out_of_scope,hard_negative,medium
hi lagi diskon ga ya,product_price,generic,high
min yang ready apa thx,product_stock,hard_negative,low
sisanya breapa,product_stock,hard_negative,medium
Caranya gimana,payment_info,generic,medium
hi jadi reseller gimana ?,out_of_scope,keyword_based,high
gimana harganya sih,product_price,keyword_based,high
Ada ukuran apa arctic frost winter accessories,product_description,keyword_based,clean
detail harga Kaus Kaki Campuran Wol Arctic Warmth,product_price,hard_negative,clean
bos pembayaran ready thx,payment_info,keyword_based,medium
hai ada info pengiriman ya #555 ?,order_status,keyword_based,high
ini dong,out_of_scope,ambiguous,clean
jaket puffer pria omniheeat solid bertudung-biru-kuning-l berapa,product_price,keyword_based,medium
eh cara refund gimana min,out_of_scope,keyword_based,clean
gan detail harga Kaus Kaki Campuran Wol AArctic Warmth dong,product_price,hard_negative,medium
min pembayaran ready please,payment_info,keyword_based,high
psnan ready kirim kapan,order_status,keyword_based,low
Bahan omniheat men's solid hooded puffer jacket-blue-green-l apa,product_description,keyword_based,low
hemat ga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_price,generic,medium
Order saya gimana,order_status,hard_negative,low
Halo stok berapa ya kak,product_stock,keyword_based,medium
hi masih ada garansi pls,out_of_scope,hard_negative,low
kak batlakan roder ?,out_of_scope,keyword_based,high
ada warna apa paket aksesori musim dingin arctic frost,product_description,keyword_based,clean
yg itu,out_of_scope,ambiguous,low
jaket puffer pria omniheat solid bertudung-biru-kuning-l bisa dipakai untuk apa,product_description,keyword_based,clean
masih ada Sarung Tangan Musim Dingin Arctic Layar Sentuh,product_stock,hard_negative,low
In sttock ga omniheat men's solid hooded puffer jacket-blue-green-m,product_stock,generic,high
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M sold out,product_stock,generic,high
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L yg sih itu gmn,product_description,hard_negative,medium
detail harga OmniHeat Men's Solid Hooded Puffer Jacket,product_price,hard_negative,clean
hai masuk kapan omniheat men's solid hooded puffer jacket,product_stock,hard_negative,low
R3view jaket puffer pria omniheat oslid bertudung-biru-hijau-m,product_description,generic,high
Admin oke ??,out_of_scope,ambiguous,low
berat OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M berapa,product_description,keyword_based,medium
ad cicilan ga,payment_info,keyword_based,low
pake ovo bisa thanks,payment_info,generic,high
in stock ga kaus kaki campuran wol arctic warmth,product_stock,generic,low
yang saya pesan udah sampai mana,order_status,generic,medium
admin info return please,out_of_scope,hard_negative,low
Yang kemarin udah dikirim belum,order_status,generic,clean
halo pake qsi bisa min,payment_info,generic,high
kak order 456 berapa hari lagi ?,order_status,keyword_based,low
test,out_of_scope,ambiguous,clean
hi,out_of_scope,ambiguous,clean
ada Arctic Frost Winter Accessories Bundle,product_stock,keyword_based,medium
misi in stock ga Syal Musim Dingin Arctic Bliss Penuh Gaya thanks,product_stock,generic,low
misi worth it ga beli sarungg tangan musim dingin arctic layar sentuh,product_description,generic,high
omniheat men's solid hooded puffer jacket-blue-green-l yang itu gimana,product_description,hard_negative,medium
Hi lacak order nomor 123 please,order_status,keyword_based,medium
info lengkap paket aksesori musim dingin arctic frost,product_description,hard_negative,clean
misi pesanan 67890 deh,order_status,hard_negative,low
syal musim dingin arctic bliss penuh gaya ready,product_stock,keyword_based,low
btw ganti ukuran pesanan dong,out_of_scope,keyword_based,medium
hai OmniHeat Men's Solid Hooded Puffer Jacket kosong ga dong,product_stock,generic,low
ada info pengiriman 456,order_status,keyword_based,clean
ada update pesanan ORD-555,order_status,keyword_based,clean
Arctic bliss stylish nih winter scarf ada diskon ga makasih,product_price,keyword_based,high
Hi cara refund gimana min,out_of_scope,keyword_based,clean
bs cod ga,payment_info,keyword_based,high
Uang saya kapan dikembalikan min,out_of_scope,keyword_based,medium
In stock ga jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_stock,generic,clean
Hai dimanaa,out_of_scope,ambiguous,low
berapa lama lagi nyampe,order_status,keyword_based,medium
pricey ga arctic frost winter accessories,product_price,generic,low
permisi hi ya,out_of_scope,ambiguous,low
Worth it ga sarung tangan musim dingin arctic layar sentuh,product_price,generic,clean
admin stok Sarung Tangan Musim Dingin Arctic Layar Sentuh ada dong,product_stock,keyword_based,high
ada opsi bni,payment_info,keyword_based,clean
misi review paket aksesori musim dingin arctic frost makasih,product_description,generic,clean
lewat mana,payment_info,generic,clean
Kaus Kaki Campuran Wol Arctic Warmth gimana reviewnya,product_description,hard_negative,medium
kak yang saya beli kemarin gimana thx,order_status,generic,high
admin arctic frost winter accessories bundle berapa min,product_price,hard_negative,clean
Ada toko offline,out_of_scope,keyword_based,clean
arctic frost winter accessories bundle bisa dipakai untuk apa,product_description,keyword_based,medium
Kak berapa harga omniheat men's solid hooded puffer jacket pls,product_price,keyword_based,low
Yang ini berapa,product_price,hard_negative,low
Cara bayar gimana,payment_info,keyword_based,clean
detail sarung tangan musim dingin arctic layar sentuh,product_description,hard_negative,medium
Jelasin arctic frost winter accessories bundle dong,product_description,generic,low
permisi stook satuan ber4pa thanks,product_stock,hard_negative,low
halo psanan ready kirim kapan,order_status,keyword_based,medium
kak yang ready apa aja min,product_stock,keyword_based,medium
mau info tentang OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L,product_description,keyword_based,clean
lowongan kerja ada ga,out_of_scope,keyword_based,low
Jadi reseller gimana,out_of_scope,keyword_based,high
bisa beli Arctic Frost Winter Accessories,product_stock,keyword_based,clean
min accept ovo ya kak,payment_info,generic,clean
ready sih stock Arctcic Frost Winter Accessories,product_stock,keyword_based,medium
btw itu aja ya kak,out_of_scope,ambiguous,low
masih bisa dibeli syal musim dingin arctic bliss penuh gaya,product_stock,generic,clean
info order 456,order_status,keyword_based,medium
apa,out_of_scope,ambiguous,low
Ganti ukuran pe5anan,out_of_scope,keyword_based,low
Jaket puffer pria omniheat solid bertudung-biru-kuning-m ada diskon ga,product_price,keyword_based,clean
btw pilihan apa saja deh,payment_info,generic,medium
Misi cara refund gimana ??,out_of_scope,keyword_based,medium
info lengkap Arctic Frost Winter Accessories,product_description,keyword_based,medium
permisi redy ga bayarnya makasih,payment_info,hard_negative,low
Bisa beli syal musim dingin arctic bliss penuh gaya,product_stock,keyword_based,clean
Min review omniheat men's solid hooded puffer jacket-blue-green-l dong,product_description,generic,medium
Pembayaran ready,payment_info,keyword_based,low
Hi bs langsung dikirim min,product_stock,generic,high
Kaus Kaik Campuran Wol Acrtic Warmth awet ga,product_description,generic,medium
Stok jaket puffer pria omniheat solid bertudung-biru-kuning-l ada,product_stock,keyword_based,clean
btw pesanan berapa lama sampai makasih,order_status,keyword_based,medium
admin kupluk rajut unisex arctic cozy ad fitur apa min,product_description,keyword_based,medium
bos ready kirim jaket puffer pria omniheat solid bertudung-biru-hijau-m ??,product_stock,hard_negative,clean
permisi pake cicilan bisa please,payment_info,generic,low
Gan transfer gimana min,payment_info,keyword_based,medium
Minta ya info harga,product_price,hard_negative,medium
min yang dibeli tadi pagi deh,order_status,generic,low
Gimana harganya,product_price,keyword_based,high
Permisi paket aksesori musim dingni arctic frost berapa sih,product_price,keyword_based,medium
Ga ngerti,out_of_scope,ambiguous,low
info harga Syal Musim Dingin Arctic Bliss Penuh Gaya,product_price,keyword_based,clean
hai info pengiriman pesanan 5aya thanks,order_status,keyword_based,medium
Kupluk rajut unisex arctic cozy habis belum,product_stock,generic,low
Bisa bayar bca,payment_info,keyword_based,high
Stoknya berapa ya,product_stock,hard_negative,medium
Sampai mana ya,order_status,generic,high
bisa bayar kartu kredit,payment_info,keyword_based,low
stoknya berapa,product_stock,hard_negative,clean
hai ada toko offline please,out_of_scope,keyword_based,medium
Proses refund berapa lama,out_of_scope,keyword_based,medium
Masih jual arctic frost winter accessories bundle,product_stock,generic,clean
cancel pesanan ord123,out_of_scope,hard_negative,clean
detail harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L,product_price,hard_negative,clean
ada promo OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M,product_price,keyword_based,high
ga ngerti,out_of_scope,ambiguous,clean
hi itu udah jalan belum thx,order_status,generic,medium
Status refund,out_of_scope,hard_negative,medium
admin ada cicilan ga ??,payment_info,keyword_based,medium
Bisa dicuci ga kaus kaki campuran wol arctic warmth,product_description,keyword_based,high
halo pesanan berapa lama sampai thx,order_status,keyword_based,medium
hai info order nomor 123 please,order_status,keyword_based,low
info arctic frost winter accessories bundle,product_description,keyword_based,low
cara refund gimana,out_of_scope,keyword_based,medium
Eh support mandiri dong,payment_info,generic,high
Kak yang kemarin gimana thanks,order_status,hard_negative,medium
mau tau sarung tangan musim dingin arctic layar sentuh,product_description,hard_negative,medium
Jadi er5eller gimana,out_of_scope,keyword_based,low
Per stok berapa,product_stock,hard_negative,clean
stoknya berapa ya,product_stock,hard_negative,low
ready belum Arctic Frost Winter Accessories Bundle,product_stock,hard_negative,low
Bos tahan lama ga sarung tangan musim dingin arctic layar sentuh min,product_description,generic,low
Stok berapa harga berapa,out_of_scope,ambiguous,clean
Info harga jaket puffre pria omniheat solid bertudung-biruu-hijau-m,product_price,keyword_based,low
Permisi sudah ready syal musim dingin arctic bliss penuh gaya please,product_stock,hard_negative,clean
omniheat men's solid hooded puffer jacket sold out,product_stock,generic,clean
halo Kupluk Rjut Unisex Arctic Cozy original ga,product_description,generic,low
min mau komplain ya kak,out_of_scope,keyword_based,medium
min ready kirim OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M dong,product_stock,hard_negative,low
itu gimana,out_of_scope,ambiguous,clean
tracking pesanan,order_status,hard_negative,clean
eh info Arctic Frost Winter Accessories Bundle thx,product_description,keyword_based,low
Yang kemarin,out_of_scope,ambiguous,low
import atau lokal Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-M,product_description,generic,clean
misi info lengkap Arctic Bliss Stylish Winter Scarf deh,out_of_scope,ambiguous,clean
Itu aja,out_of_scope,ambiguous,low
ada sale ga,product_price,keyword_based,medium
Halo bahan arctic bliss stylish winter scarf apa ya,product_description,keyword_based,medium
jaket puffer kan pria omniheat solid bertudung-bru-kuning-m ready kapan,product_stock,hard_negative,low
Stk brp,product_stock,hard_negative,medium
bisa dicuci ga Arctic Bliss Stylish Winter Scarf,product_description,keyword_based,high
berapa lama refund,out_of_scope,hard_negative,low
review kaus kaki campuran wol arctic warmth,product_description,generic,low
Terima cicilan,payment_info,generic,medium
paket aksesori musim dingin arctic frost bisa dipakai untuk apa,product_description,keyword_based,clean
ada warna apa omniheat men's solid hooded puffer jacket-blue-green-l pls,product_description,keyword_based,medium
gan worth it ga beli arctic frost winter accessories deh,product_description,generic,medium
Produk gimana ya,product_description,hard_negative,clean
Syal Musim Dingin Arctic Bliss Penuh Gaya udah ready,product_stock,hard_negative,clean
Sarung Tangan Musim Dingin Arctic Layar Sentuh original ga,product_description,generic,low
Eh mau utker ukuran min,out_of_scope,keyword_based,high
hi ejlasin jaket puffer pria omniheat solid bertudung-biru-kuning-l dong thanks,product_description,generic,high
stok Arctic Frost Winter Accessories,product_stock,hard_negative,clean
pesanan 456,order_status,hard_negative,clean
stok barang rusak,out_of_scope,hard_negative,low
tinggal berapa Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M,product_stock,hard_negative,clean
