text,intent,noise_level
sis terima transfer bank tidak ya,payment_info,low
Hi produk tidak sesuai pls,out_of_scope,low
metode payment,payment_info,medium
warna gaya ada apa aja,product_description,low
Bos harga jacket-blue-green-l berapa thanks,product_price,high
hai,out_of_scope,medium
Status pengiriman nomor 555,order_status,low
Unmatched berapa duit,product_price,low
Kak oppsi pebmayaran dong,payment_info,medium
gan mau tanya apakah winter masih tersedia stoknya ya,product_stock,medium
sis OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L sold out?,product_stock,low
Metode payment,payment_info,low
Mau tanya untuk pembayarannya bisa pakai metode apa aja ya,payment_info,low
misi Arctic Touchscreen Winter Gloves ukuranya apa aja thx,product_description,high
Brp penuh,product_price,low
cara bayar roderan,payment_info,extreme
Duit solid,product_price,low
Halo dmn psnan saya tolong,order_status,high
mau tanya untuk pembayarannya bs pakai metode apa aja ya,payment_info,medium
beanie kosong ga,product_stock,low
Mba udah dikirim blm ord-001 ya,order_status,medium
Capur@n brp sih,product_price,medium
Harag jaket puffer pria omniheat solid bertudung-biru-hijau-l berapa,product_price,medium
udah dikirim blm 67890,order_status,medium
Info produk ohoded,product_description,low
Kalo mau bayar pake jenius bisa ga min,payment_info,medium
misi Arctic Frost Winter Accessories beapa duit ya kak,product_price,high
Brp puffer thx,product_price,medium
kalo mau bayar pake cimb bisa ga min,payment_info,medium
Sarung Tangan Musim Dingin Arctic LLayar Sentuh brp sih,product_price,high
Jaket kyk gmn,product_description,high
wool brp sih,product_price,low
Ada cicilan ga,payment_info,low
aksesori brp duit,product_price,low
$iapa kamu,out_of_scope,high
detail kehangatan,product_description,high
cara bayar orderan,payment_info,low
Bang dtl omniheat men's solid hooded puffer jacket-blue-green-l tolong,product_description,low
kak deengan masiih ada ga stoknya,product_stock,medium
kak jacket-blue-green-m ready stock ?,product_stock,high
hai lacak pesanan nmoor 555 ya kak,order_status,high
Penuh mahal ga,product_price,medium
Gan unag saya kapan dikembalikan please,out_of_scope,medium
admin wool habis belum ya,product_stock,medium
order nomor 555 udah diproses belum,order_status,medium
mas pesanan order-123 udah sampai mana thx,order_status,medium
teredia jacket-blue-yellow-l ga,product_stock,medium
hai produk beda sama gambar ??,out_of_scope,high
misi estimasi pengiriman order ord-001 ya kak,order_status,low
stok bundle ada,product_stock,medium
berapa harga musim,product_price,medium
review omniheat,product_description,medium
gan opsi pembayaran thanks,payment_info,low
kak boleh tau spesifikasi Arctic Cozy Knit Unisex Beanie tidak,product_description,low
Kaus Kaki Campuran Wol Arctic Warmth sold out?,product_stock,medium
omniheat msh ad?,product_stock,medium
pake va bs?,payment_info,extreme
kak penuh masih ada ga stoknya,product_stock,medium
Kak bahan sntuh apa min,product_description,high
kak boleh tau spesifikasi OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L tidak,product_description,medium
Kak sentuh kyk gmn pls,product_description,high
terima credit card tidak,payment_info,medium
permisi kak boleh tau spesifikasi digin ga ya kak,product_description,high
review kehangatan,product_description,low
misi detail winter dong,product_description,high
Tersedia chill ga,product_stock,low
permisi mau tanya apakah rasakan masih tersedia stoknya makasih,product_stock,high
Halo min mau nanya rajut masih ready stock tidak ya,product_stock,medium
Mau tany@ untuk pembayarannya bisa pakai metode apa aja ya,payment_info,extreme
halo min mau tanya dong pesanan sy nomor nomor 123 itu udah smp mana ya,order_status,low
permisi mau nanya harga untuk OmniHeat Men's Sollid Hooded Pufffer Jacket berapa ya,product_price,low
terrima ovo ga,payment_info,medium
mau tanya dong harga Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Kuning-L yang ada di toko berapa ya,product_price,low
hrg jaket puffer pria omniheat solid bertudung-biru-kuning-m brp,product_price,medium
brg ord-001 dmn,order_status,medium
psnan ord-001 udah sampai mana,order_status,high
produk tidak sesuai,out_of_scope,low
bang sarung gmn sih,product_description,high
Kaus kai campuran wol arctic warmth ready stock,product_stock,high
omniheat men's solid hooded puffer jacket-blue-green-m berapa duit,product_price,low
Status pengiriman nomor 123,order_status,medium
scarf mahal ga,product_price,low
Tolong jelasin tentang gaya dong,product_description,medium
admin harga omniheat sekarang,product_price,high
info produk frost,product_description,medium
Opsi pembayaran,payment_info,low
Bahan aksesori apa,product_description,medium
Barang rusak dong,out_of_scope,low
edit psnan,out_of_scope,medium
mana nih orderan gw,order_status,medium
Hi bs bca g tolong,payment_info,medium
mau komplaiin,out_of_scope,medium
spec unisex,product_description,low
Mba penuh terbuat dari apa ya,product_description,high
Admin paket terbuat dari apa ??,product_description,low
mas ubah alamat pengiriman ?,out_of_scope,medium
support ewallet ga,payment_info,low
ad stok bertudung-biru-kuning-m g,product_stock,high
jaket puffer pria omniheat solid bertudung-biru-hijau-m ukurannya apa aja,product_description,low
Orderan gw kok ga nyampe,order_status,low
Hai stok soocks ada ?,product_stock,medium
kak Sarung Tangan Musim Dingin Arctic Layar Sentuh brp duit ??,product_price,high
Status pengiriman 99,order_status,medium
mas boleh tau hrg kupluk ga,product_price,extreme
Hi hadapi murah ga makasih,product_price,medium
kapan pesanan #1 sampai,order_status,medium
permisi apakah stok omniheat masih tersedia,product_stock,low
admin price layaar please,product_price,high
available kehangatan,product_stock,high
Arctic Warmth Wool Blend Socks msh ad?,product_stock,extreme
Kualita$ jelek,out_of_scope,high
Metode payment,payment_info,low
orderan saya gimana,order_status,low
mas kerjasama bisnis pls,out_of_scope,medium
permisi stok cozy abis blm please,product_stock,medium
mba hooded murahh ga ?,product_price,high
Mba metode payment ya kak,payment_info,medium
lacak pesanan pesanan 999,order_status,low
mas sisa stok gloves pls,product_stock,medium
Mba mau tanya dong harga tangan yang ada di toko berrapa ya ya,product_price,medium
permisi dengan berapa duiit pls,product_price,medium
maaf ganggu mau cek status order oord123 dong,order_status,high
mba selamat siang adminn saya mau cek status pesanan nomor 12345 please,order_status,extreme
Gan permisi mau nanya harga untuk omniheat men's solid hooded puffer jacket-blue-green-l berapa ya please,product_price,extreme
detail kaus,product_description,low
halo blend sold out?,product_stock,low
mas halo admin mau nanya pembayaran bisa pakai apa saja ya thx,payment_info,extreme
Tersedia kupluk ga,product_stock,medium
stock jacket-blue-green-m berapa,product_stock,medium
lacak pesanan 789,order_status,medium
unisex mahal ga,product_price,medium
pesnaan gw #12345 kmn,order_status,medium
hrg bertudung-biru-hijau-m brp,product_price,medium
cara refund gimana,out_of_scope,medium
mas price bertuung,product_price,medium
batalkan order,out_of_scope,low
dinginnya terbuat dari apa,product_description,low
Hai duit styel pls,product_price,extreme
experience mahl ga,product_price,low
Halo min mau nanya sarung masih ready stock tidak ya ??,product_stock,medium
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M murah ga,product_price,medium
Halo orderan gw kok ga nyampe min,order_status,extreme
Hi produk beda sama gambar tolong,out_of_scope,high
Gan dmn psnan sy please,order_status,high
hi bergaya brp duit makasih,product_price,high
spec pia,product_description,extreme
Min dimana pesanan saya ??,order_status,low
mau refund,out_of_scope,extreme
bos orderan saya gimana ??,order_status,low
Warna campuran ada apa aja,product_description,low
bundle ready ga,product_stock,medium
paket sy sdh sampai mana,order_status,medium
keters3diaan experiece,product_stock,high
Stok arrctic cozy knit unisex beanie abis blm,product_stock,high
Review hooded,product_description,medium
Sis dtl kehangatan pls,product_description,medium
berapa harga arctic warmth wool blend socks makasih,product_price,extreme
support ewallet ga,payment_info,low
admin halo min mau tanya dong pesanan saya nomor id 7788 itu udah sampai mana ya ya kak,order_status,high
admin dingin masih ada pls,product_stock,medium
Mba biaya hadapi thanks,product_price,high
Warna scarf ada apa aja,product_description,medium
ubah alamat pengiriman,out_of_scope,high
Stok arctic frost winter accessories ada,product_stock,low
Mas ubah alamat pengiriman ya,out_of_scope,medium
mba paket saya sudah sampai manaa ??,order_status,extreme
Permisi order gue #1 mana thx,order_status,high
mba dgn berapa duit min,product_price,medium
Kisaran harga kupluk rajut unisex arctic cozy,product_price,low
price winter,product_price,medium
Gan accessories msh ad?,product_stock,high
Hi orderan saya gimana min,order_status,low
Bang spec chilly thx,product_description,medium
Gan halo min mau tanya dong pesanan saya nomor #1 itu udah sampai mana ya please,order_status,medium
brp OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M,product_price,low
tersedia men'ss ga,product_stock,medium
Kelebihan cozy,product_description,medium
roder gue 789 mana,order_status,high
mau tau lebih detail tentang terhubung,product_description,medium
Harga penuh sekarang,product_price,medium
hi cara refund gimana thanks,out_of_scope,high
mba sisa stok jakeet puffer rpia omniheat solid bertudung-biru-kuning-l,product_stock,extreme
mas udah dikirim blm 1 ya,order_status,medium
Mba mau refund min,out_of_scope,low
bayar pake apa,payment_info,extreme
ketersediaan jaket,product_stock,medium
halo,out_of_scope,low
jacket-blue-yellow-l gmn sih,product_description,medium
Mas permisi mau nanya harga untuk unmatched berapa ya dong,product_price,medium
wool terbuat drai apa,product_description,low
1nfo produk bliss,product_description,medium
tlg jelasin tentang Paket Aksesori Musim Dingin Arctic Frost dong,product_description,medium
ad sottk style g,product_stock,medium
Opsi pemmbayaran,payment_info,extreme
Bang wool habs belum ya kak,product_stock,high
Sarung Tangan Musim Dingin Arctic Layar Sentuh murah ga,product_price,low
hai ada cicilan ga makasih,payment_info,medium
kapan pesanan 789 sampai,order_status,high
brg pesanan 999 dmn,order_status,medium
berapa haarga style,product_price,medium
permisi halo min mau nanya style masih ready stock ga ya,product_stock,medium
sis barang cat ya,out_of_scope,medium
kak ada cicilan ga tolong,payment_info,medium
min brg 67890 dmn ??,order_status,medium
halo order nomor 123 udaah diproses belm tolong,order_status,extreme
kualitas jelek,out_of_scope,low
spesifikasi jacket-blue-green-l,product_description,low
Kak pake debit bs?,payment_info,medium
arctic cozy knit unisex beanie terbu@t dari apa,product_description,medium
Min bahan paket aksesori musim dingin arctic frost apa tolong,product_description,extreme
Mas berapa harga blend ya kak,product_price,medium
kupluk murah ga,product_price,medium
Brg rusak,out_of_scope,low
jacket berapa duit,product_price,high
Spec bertudung-biru-kuning-m,product_description,low
Mas dtl accessories please,product_description,medium
spec chilly,product_description,medium
accessories kosong ga,product_stock,medium
blend kosong ga,product_stock,medium
Gan halo ya kak,out_of_scope,extreme
Admin dtl bertudung-biru-kuning-l ya kak,product_description,medium
bang cek psanan ord001 pls,order_status,extreme
etirma va gak,payment_info,medium
kak boleh tau spesifikasi unmatched tidak,product_description,medium
sis cara refund gimana thanks,out_of_scope,high
terima linkaja gak,payment_info,medium
misi deskripsi ssyal ??,product_description,extreme
Hi bertudung-biru-hijau-m habis belm,product_stock,high
halo test ??,out_of_scope,high
hi deskripsi unisx min,product_description,extreme
mas teirma cicilan gak makasih,payment_info,medium
Dingin habis belum,product_stock,high
Admin kisaran hrg bliss,product_price,medium
hai pls,out_of_scope,extreme
jacket-blue-green-m kosong ga,product_stock,low
Jaket Puffer Pria OmniHeat Solid Bertudung-Biru-Hijau-M masih ada,product_stock,low
boleh tau harga arctic cozy knit unisex beanie tidak,product_price,low
mana nih orderan gw,order_status,low
pake virtual account bs?,payment_info,medium
orderan saya gimana,order_status,low
bahan connected apa,product_description,low
misi kerjasama bisnis ?,out_of_scope,low
Fitur winetr,product_description,extreme
min hadpi kyk gmn tolong,product_description,extreme
spec arctic frost winer accessories,product_description,medium
admin beanie murah ga pls,product_price,low
socks murah ga,product_price,medium
kerjasama bisnis,out_of_scope,low
accept bri ga,payment_info,low
hangat msh ad?,product_stock,low
men's mahal ga,product_price,low
jam buka toko,out_of_scope,medium
kak OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L ukurannya apa aja dong,product_description,high
bs kartu debit g,payment_info,medium
connected kyk gmn,product_description,medium
admin stok pakt ada ya,product_stock,high
Min support ewallet ga tolong,payment_info,medium
gan kapan pesanan 67890 sampai min,order_status,low
kak bs dijelasin tentang produk unisex dong thx,product_description,medium
cek resi 123,order_status,high
lacak pesanan 123,order_status,medium
Jadi reseller gimana,out_of_scope,medium
permisi kelebihan Jaket Pufferr Pria OmniHeat Solid Bertudung-Biru-Kuning-M please,product_description,high
min halo min mau nanya arctic cozy knit unisex beanie masih ready stock tidak ya thx,product_stock,medium
halo ?,out_of_scope,medium
halo min mau tanya dong psnan saya nomor 123 itu udah smp mana ya,order_status,low
kapan pesanan 1 sampai,order_status,medium
hi mau tau lebih detail tentang stylish min,product_description,high
priec bertudung,product_price,high
apa kabar,out_of_scope,high
Orderan gw kok ga nyampe,order_status,low
Rajut ukurannya apa aja,product_description,low
Mba berapa hrg tangan ya,product_price,medium
bos esimasi pengiriman order nomor 555 ya,order_status,high
Lacak psnan 67890,order_status,high
warmth ready stock,product_stock,low
tambah item ke pesanan,out_of_scope,medium
Kehangatan sold out?,product_stock,low
mba jam buka toko makasih,out_of_scope,high
kira kira kehangatan itu harganya berapa ya kak,product_price,high
mba pesanan #12345 udah sampai mana pls,order_status,extreme
tukar barang,out_of_scope,low
status pengiriman 123,order_status,high
bisa bayar pakai cicilan ??,payment_info,medium
Kak aksesori brp duit please,product_price,high
mau cek status psnan,order_status,medium
status pengiriman #99,order_status,medium
mas bayar pake apa sih makasih,payment_info,medium
halo admin mau nanya pembayaran bs pakai apa saja ya,payment_info,low
kalo mau bayar pake linkaja bisa ga min,payment_info,low
Jaket puffer pria omniheat solid bertudung-biru-kuning-l gmn sih,product_description,medium
Cara bayar gimana min,payment_info,low
arcitc cozy kit unisex beanie bagus ga,product_description,high
halo mau tanya apakah hangat masih tersedia stoknya ya kak,product_stock,medium
Jacket kyk gmn,product_description,high
Misi boleh tau harga jacket-blue-green-m ga ya,product_price,low
ada cicilan ga,payment_info,low
halo cauca hari ini gmn ya kak,out_of_scope,high
Arctic Touchscreen Winter Gloves sold out?,product_stock,medium
Gan status pengiriman nomor 555 ?,order_status,high
Ordre 789 udah diproses belum,order_status,high
Boleh tau harga connected tidak,product_price,medium
sis kira kira kaki itu harganya berapa ya kak thanks,product_price,high
Hai pake cod bs?,payment_info,medium
halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,extreme
Touchscreen gmn sih,product_description,low
kak available scarf please,product_stock,extreme
psnan nomor 555 udah sampai mana,order_status,medium
ran9e harga ppenuh,product_price,high
Arctic Frost Winter Accessories ready stock,product_stock,low
Permisi stok omniheat men's solid hooded puffer jacket-blue-green-m abis blm min,product_stock,low
stock gloves berapa,product_stock,low
sis Arctic Cozy Knit Unisex Beanie ready?,product_stock,low
kenyamanan brp duit,product_price,low
ad stok hangat g,product_stock,low
kak jaket murah ga min,product_price,low
kak puffer masih ada ga stoknya,product_stock,medium
hai lokasi warehouse ?,out_of_scope,high
Hai mau refuund ya,out_of_scope,high
hi alamat toko dimana ya,out_of_scope,medium
Omniheat ready stock,product_stock,low
hai orderan gw kok ga nyampe ya kak,order_status,medium
bundle msh ad?,product_stock,medium
halo min mau nanya pria masih ready stock tidak ya,product_stock,medium
dinginny4 ready?,product_stock,medium
men's murah ga,product_price,low
Mba jadi reseller gimana ??,out_of_scope,medium
info produk OmniHeat Men's Solid Hooded Puffer Jacket,product_description,high
test,out_of_scope,medium
admin beanie murah ga min,product_price,low
brp style,product_price,low
Min kalo mau bayar pake qrsi bisa ga min thx,payment_info,medium
barang tidak sesuai mau tukar,out_of_scope,medium
ganti uukrn,out_of_scope,high
Terima kredivo tidak ?,payment_info,low
mba brg sy udah dikirim belum ya kak,order_status,extreme
Mas mau kembalikan barang thanks,out_of_scope,low
Support ewallet ga please,payment_info,medium
kak kecewa sama pelayanan thanks,out_of_scope,low
produk tidak sesuai,out_of_scope,low
bos nomor telepon toko ya,out_of_scope,extreme
hai,out_of_scope,medium
mana nih orderan gw,order_status,low
Bisa return barang ga,out_of_scope,low
wool sold out?,product_stock,medium
Hai spec arctic warmth wool blend socks makasih,product_description,extreme
Misi halo min mau nanya aksesori masih ready stock tidak ya min,product_stock,extreme
permisi kak utk pembayaran tersedia metode apa saja,payment_info,medium
hi mau kea disini,out_of_scope,high
opsi pembayaran,payment_info,medium
admin warna connected ada apa aja ??,product_description,medium
Halo deskripsi bertudung-biru-hiju-m min,product_description,medium
halo min mau tanya dong pesanan saya nomor nomor 555 itu udah sampai mana ya,order_status,low
Hi permisi kak orderan saya yang 789 kok belum dateng ya kak,order_status,high
terhubung msh ad?,product_stock,medium
stok kaus kaki campuran wol arctic warmth ada,product_stock,low
Mau tau lebih detail tentang jaket,product_description,medium
kak boleh tau spesifikasi bergaya tidak,product_description,low
gan permsi kak untuk pembayaran tersedia metode apa saja ya,payment_info,extreme
bayar pake apa,payment_info,high
admin ad stok chilly g dong,product_stock,high
status pengiriman 99,order_status,low
lowongan kerja ada ga,out_of_scope,low
hadpi habis belum,product_stock,low
lowongan kerja ada ga,out_of_scope,medium
km bot ya,out_of_scope,extreme
bs transfer bank,payment_info,medium
bang sarung ready?,product_stock,medium
hai orderan gw kok ga nyampe dong,order_status,medium
mtodde payment,payment_info,medium
Permisi selamat siang admin saya mau cek status pesanan nomor 12345 thx,order_status,low
deskripsi dekapan,product_description,low
range harga embrace,product_price,low
sisa stok kaus,product_stock,medium
bos bertudung-biru-kuning-l kyk gmn ya,product_description,medium
Bos mau tanya untuk pembayarannya bisa pakai metode apa aja ya makasih,payment_info,low
Bang biaya winter thanks,product_price,extreme
hai,out_of_scope,medium
bahan Arctic Cozy Knit Unisex Beanie apa,product_description,low
ad stok wool g,product_stock,low
kapan pesanan 123 sampai please,order_status,medium
Mau tau lebih detail tentang omniheat men's solid hoodd puffer jacket-blue-green-m,product_description,low
Jaket puffer pria omniheat solid bertudung-biru-hijau-m harganya berapa,product_price,low
bs transfer bank,payment_info,low
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-L masih ada,product_stock,low
Ubah alamat pengiriman,out_of_scope,low
batalkan order,out_of_scope,low
Halo metode pembayaran apa aja pls,payment_info,low
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Green-M msh ad?,product_stock,low
Permisi halo admin mau nanya pembayaran bs pakai apa saja ya please,payment_info,high
kak barang tidak sesuai mau tukar ya,out_of_scope,extreme
Jadi reseller gmn,out_of_scope,medium
dtl kaki,product_description,low
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,low
estimasi pengiriman order nomor 555,order_status,medium
Op$i pembayaran,payment_info,high
info produk gaya,product_description,low
admin bisa transfer bank tolong,payment_info,extreme
Sis mau tanya apakah kaki massih tersedia stoknya thx,product_stock,high
kak boleh tau spesifikasi unisex tidak,product_description,low
uang saya kapan dikembalikan,out_of_scope,low
admin kak experience masih ada ga stoknya ya kak,product_stock,medium
kisaran harga jacket,product_price,medium
Bos mau tau lebih detail tentang terhubung,product_description,high
min deskripsi bergaya ya kak,product_description,extreme
kok lama bgt order id 7788,order_status,medium
kamu bot ya,out_of_scope,medium
Harga touchscreen berapa,product_price,low
stok jacket abis blm,product_stock,medium
jacket-blue-yellow-m ready ga,product_stock,medium
ubah alamat pengiriman,out_of_scope,high
Kak bisa bayar paakai ovo tolong,payment_info,medium
kehangatan gmn sih,product_description,low
edit pesanan,out_of_scope,medium
byr dmn,payment_info,low
Gan price scarf min,product_price,high
bayar pake apa,payment_info,low
Review rasakan,product_description,low
bos hrg pria brp ??,product_price,medium
Kak ubah alamat pengiriman dong,out_of_scope,extreme
Biaya arctic frost winter accessories bundle,product_price,medium
Warmth brp duit,product_price,low
Layar bagus ga,product_description,low
kak omniheat men's solid hooded puffer jacket-blue-yellow-l ukurannya apa aja thanks,product_description,high
accept va ga,payment_info,low
gan available jacket-blue-yellow-m ya,product_stock,low
price gaya,product_price,low
arctic frost winter accessories bundle sold out?,product_stock,low
mau tanya dong harga dingin yang ada di toko berapa ya,product_price,medium
hai hai ya,out_of_scope,high
Kak ganti ukuran pls,out_of_scope,low
harga bertudung-biru-kuning-l sekarang,product_price,medium
Sis biaya omniheat men's solid hooded puffer jacket-blue-green-m ya kak,product_price,medium
Bs bri g,payment_info,low
available solid,product_stock,medium
bos metode byr apa tolong,payment_info,low
tolong jelasin tentang bersama dong,product_description,medium
biaya style,product_price,medium
Bang selamat siang admn sy mau cek status pesanan nomor #99 tolong,order_status,high
Berapa harga bliss,product_price,low
dmn psnan saya,order_status,medium
Hi arctic touchscreen winter gloves sold out?,product_stock,medium
Admin mana nih orderan gw ??,order_status,extreme
kak terhubung masih ada ga stoknya,product_stock,medium
lowongan kerja ada ga,out_of_scope,high
Halo admin mau nanya pembayaran bs pakai apa saja ya,payment_info,medium
Halo admin mau nanya pembayaran bisa pakai apa saja ya,payment_info,medium
deskripsi unmatched,product_description,medium
Kira kira unisex itu hrgnya berapa ya kak,product_price,medium
jaket ready stock,product_stock,low
Kak stok tetap ada pls,product_stock,medium
kak gloves masih ad ga stoknya,product_stock,low
hi order gue nomor 123 mana please,order_status,medium
Bang review chilly ?,product_description,high
OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-L kosong ga,product_stock,medium
detail omniheat men's solid hooded puffer jacket-blue-green-m,product_description,medium
halo min mau nanya gaya masih ready stock tidak ya,product_stock,medium
Ad stok jaket puffer pria omniheat solid bertudung-biru-hijau-m g,product_stock,extreme
deskripsi aksesori,product_description,medium
Syal musim dingin arctic blis penhu gaya brp duit,product_price,low
orderan saya giman,order_status,low
bang status order 456 dong,order_status,medium
kak hadpi masih ada ga stoknya,product_stock,low
lacak pesanan #12345,order_status,medium
ad stok tangan g,product_stock,low
cara baayar gimana,payment_info,high
mba spesifikasi cnnectd ??,product_description,extreme
bos revieew kai ?,product_description,medium
kuplku sold outt?,product_stock,low
kapan pesanan nomor 555 sampai,order_status,medium
jaket puffer pria omniheat solid bertudung-biru-hijau-m masih ad,product_stock,low
pake cash on delivery bs?,payment_info,low
udah dikirim blm nomor 555 tolong,order_status,medium
maaf ganggu mau cek status order #12345 dong,order_status,medium
misi orderan gw kok ga nyampe dong,order_status,medium
kenyamanan brp duit,product_price,medium
info produk sarung,product_description,extreme
hi warmth ready stock pls,product_stock,extreme
stok tangan ada,product_stock,medium
Sis orderan saya gimana ya,order_status,high
caar refund gimana,out_of_scope,medium
fitur OmniHeat Men's Solid Hooded Puffer Jacket,product_description,low
socks habis beulm,product_stock,high
boleh tau harga bundle tidak,product_price,high
Mba beanie gmn sih thx,product_description,high
hooded masih ada,product_stock,high
Spesifik@si jacket,product_description,extreme
brg 12345 dmn,order_status,medium
tracking peanan order-123,order_status,high
Hi bisa dijelasin tentang produk kaki dong please,product_description,medium
Fitur jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_description,medium
mau tau lebih detail tentang hadapi,product_description,extreme
hrg Syal Musim Dingin Arctic Bliss Penuh Gaya brp,product_price,low
berapa harga dingin,product_price,low
Bang sisa stok socks dong,product_stock,low
Hrg arctic brp,product_price,high
Arctic Warmth Wool Blend Socks ready?,product_stock,low
misi edit pesanan min,out_of_scope,low
Info produk bertudung-biru-kuning-m,product_description,medium
mas dingin mmahal ga ya kak,product_price,extreme
halo pesanan gw #99 kemana thx,order_status,high
jaket puffer pria omniheat solid bertudung-biru-kuning-m terbuat dari apa,product_description,low
metode byr apa,payment_info,medium
kisaran harga campuran,product_price,low
pembayaran via apa,payment_info,low
hai mau cek status pesanan please,order_status,high
Min ada toko offline min,out_of_scope,medium
bahan Jaket Puffer Pria OmniHeat Solid Bertudung apa,product_description,low
Stok bundle ada,product_stock,medium
available sruang,product_stock,medium
duit aksesori,product_price,low
gan pesanan gw 123 kemana tolong,order_status,medium
biisa transfer bank,payment_info,medium
Sis unmatched brp sih ??,product_price,extreme
tukar b@rang,out_of_scope,medium
Cuaca hari ini gimana,out_of_scope,low
cek resi ORD001,order_status,extreme
Mas orderan saay gimana thanks,order_status,high
admin berapa hara accessories tolong,product_price,extreme
sis mau komplain ya kak,out_of_scope,extreme
halo kok lama bgt order 1 please,order_status,high
kelebihan omniheat men's solid hooded puffer jacket-blue-green-l,product_description,low
tolong jelasin tentang OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M dong,product_description,high
tukar barang,out_of_scope,low
pembayaran via apa,payment_info,low
ganti ukuran,out_of_scope,low
misi kupluk gmn sih ya,product_description,high
Hai ada toko offline thx,out_of_scope,medium
info produk jaket puffer pria omniheat solid bertudung-biru-hijau-m,product_description,low
sis pce paket,product_price,medium
sisa stok bliss,product_stock,low
min jam bua toko makasih,out_of_scope,extreme
connected habis beulm,product_stock,extreme
min kisaran harga dingin dong,product_price,extreme
Bos kerjasama bisnis ya kak,out_of_scope,medium
gan lacak p3sanan ORD001 please,order_status,high
hai tracking pesanan #1 thanks,order_status,high
Permisi kapan pesanan nomor 123 sampai ya kak,order_status,medium
Bang pesanan order-123 udah sampai mana ya kak,order_status,medium
misi tersedia jaket puffer pria omniheat solid bertudung-biru-kuning-m ga ya,product_stock,medium
halo terrim cod ga tolong,payment_info,extreme
Mba arctic gmn sih please,product_description,medium
spesifikasi jacket-blue-yellow-m,product_description,high
cozy kosong ga,product_stock,medium
Hai hoodedd murah ga ya,product_price,extreme
cara bayar orderan,payment_info,medium
Kalo mau bayar pake gopay bisa ga min,payment_info,low
orderan gw kok ga nyampe,order_status,medium
sis test ya kak,out_of_scope,medium
Bisa dijelasin tentang produk wool dong,product_description,low
stylish mahal ga,product_price,medium
jaket puffer pria omniheat solid bertudung sold out?,product_stock,low
Available scarf,product_stock,medium
admin detail embrace pls,product_description,high
tambah item ke pesanan,out_of_scope,high
gan opsi pembayaran ?,payment_info,medium
Hangat ready?,product_stock,high
tukar brg,out_of_scope,medium
sis brp arctic warmth wool blend socks tolong,product_price,low
tetap brp duit,product_price,low
permisi tracki9 psnan 99,order_status,high
Misi puffer habis belum min,product_stock,medium
mas bayar pake apa sih ya kak,payment_info,high
kak kapan psnan 1 smp dong,order_status,medium
Mba info produk sarung tangan musim dingin arctic layar sentuh tolong,product_description,low
Min permisi apakah stok bertudung-biru-hijau-l masih tersedia min,product_stock,medium
jaket terbuat dari apa,product_description,extreme
permisi kak untuk pembayaran tersedia metode apa saja,payment_info,medium
Tolong jelasin tentang aksesori dong,product_description,low
min estimasi pengiriman order ORD123 dong,order_status,high
sarung tangan musim dingin arctic l@yar sentuh habis belum,product_stock,low
Scarf bagus ga,product_description,low
Sis lowongan kerja ad ga thanks,out_of_scope,high
Available jaket puffer pria omniheat solid bertudung-biru-kuning-m,product_stock,medium
Batalkan order,out_of_scope,low
Misi bayar pake apa sih thx,payment_info,medium
style ukurannya apa aja,product_description,low
hi warna sylihs ada apa aja ??,product_description,medium
hai kisaran hrg OmniHeat Men's Solid Hooded Puffer Jacket makasih,product_price,medium
Hi kualita5 jelek thx,out_of_scope,medium
admin cara bayar gimana ya kak,payment_info,low
boleh tau harga kehangatan tidak pls,product_price,medium
review omniheat men's solid hooded puffer jacket-blue-green-l,product_description,high
harga kaki sekarang makasih,product_price,medium
Bos bisa dijelain tentang produk frsot dong pls,product_description,extreme
mba proses refund brp lama,out_of_scope,high
orderan saya gimana,order_status,low
Accept gopay ga,payment_info,low
mas bayar pake apa min,payment_info,medium
Status pengiriman #12345,order_status,extreme
kak pesanan gw ORD123 kemana tolong,order_status,medium
halo fitur scarf ??,product_description,high
terima permata tidak,payment_info,medium
Stok omniheat ada,product_stock,low
spec Arctic Touchscreen Winter Gloves,product_description,medium
bs bayaar pakai mndiri pls,payment_info,high
permisi permisi kak untuk pembayaraan tersedia metode apa saja min,payment_info,extreme
sisa stok blend,product_stock,medium
Opsi pembayaran,payment_info,medium
Kak bertudung ready?,product_stock,high
cek resi ORD-0001,order_status,medium
mau kerja disini,out_of_scope,medium
dekapan msh ad?,product_stock,medium
permisi apakah stok omniheat men's solid hooded puffer jacket-blue-yellow-m masih tersedia,product_stock,low
gan OmniHeat Men's Solid Hooded Puffer Jacket-Blue-Yellow-M ready?,product_stock,medium
alamat kantor,out_of_scope,low
